mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.081854,-0.127378,-0.000918,0.600525,0.60836,0.496238,0.151413,0.022042,0.757684,0.666872,0.587265,0.848587,0.444444,0.642788,0.766044,0.0,0.571333,66.703129,2.0,1,2
0.079266,-0.109027,0.039722,0.57108,0.627674,0.50996,0.140527,0.030642,0.656464,0.798361,0.659423,0.859473,0.444444,0.642788,0.766044,0.0,1.381333,-46.901201,10.0,2,2
0.035495,-0.135051,0.062063,0.566484,0.605637,0.537495,0.152809,0.031849,0.587404,0.789185,0.6563,0.847191,0.444444,0.642788,0.766044,0.0,2.171333,33.523996,1.0,2,2
-0.06123,-0.155832,0.07173,0.549428,0.587743,0.565213,0.182148,0.031475,0.651326,0.969505,0.722764,0.817852,0.444444,0.642788,0.766044,0.0,2.911333,-58.947568,10.0,2,1
-0.105299,-0.116382,0.048684,0.565104,0.593173,0.54931,0.164325,0.025543,0.679976,0.982479,0.645695,0.835675,0.444444,0.642788,0.766044,0.0,3.141333,-41.881139,10.0,2,1
-0.16251,-0.11921,0.015569,0.572934,0.596341,0.524554,0.202145,0.021275,0.686345,1.096862,0.552918,0.797855,0.444444,0.642788,0.766044,0.0,3.921333,-48.457373,10.0,1,1
-0.201681,-0.137773,0.000627,0.604008,0.568726,0.501957,0.244248,0.024859,0.675536,0.835146,0.469348,0.755752,0.444444,0.642788,0.766044,0.0,4.561333,-126.846977,7.0,1,0
-0.190899,-0.147111,-0.070275,0.641843,0.518217,0.506351,0.251043,0.025896,0.674009,0.444941,0.351935,0.748957,0.444444,0.642788,0.766044,0.0,5.351333,-105.559998,8.0,0,0
-0.159082,-0.088845,-0.064524,0.644887,0.523982,0.521604,0.193298,0.020363,0.726905,0.324137,0.392756,0.806702,0.444444,0.642788,0.766044,0.0,6.151333,-157.107295,6.0,0,1
-0.040363,-0.039742,-0.047783,0.521854,0.470789,0.463263,0.074107,0.012249,0.680148,0.309228,0.442444,0.925893,0.444444,0.642788,0.766044,0.0,7.081333,-148.934124,7.0,0,2
