mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.260669,-0.64846,0.0,0.274629,0.367069,0.0,0.698891,0.027794,0.384706,0.839973,0.0,0.301109,0.0,0.0,1.0,1.0,0.311333,-90.0,9.0,0,0
-0.262878,-0.52568,0.0,0.274146,0.393459,0.0,0.587745,0.023052,0.464957,0.798354,0.0,0.412255,0.0,0.0,1.0,1.0,0.561333,-90.0,9.0,0,0
-0.442213,-0.464319,0.0,0.342337,0.346471,0.0,0.641205,0.031147,0.751881,0.536869,0.0,0.358795,0.0,0.0,1.0,1.0,1.201333,-112.499991,8.0,0,0
-0.541621,-0.182498,0.0,0.426523,0.257456,0.0,0.57154,0.032294,0.871033,0.307984,0.0,0.428459,0.0,0.0,1.0,1.0,2.031333,-135.000003,7.0,0,0
-0.624247,-0.000652,0.0,0.423408,0.240954,0.0,0.624247,0.038278,0.871895,0.305538,0.0,0.375753,0.0,0.0,1.0,1.0,2.721333,-157.500005,6.0,0,0
-0.498186,0.230559,0.0,0.409063,0.281318,0.0,0.548951,0.03431,0.791745,0.476123,0.0,0.451049,0.0,0.0,1.0,1.0,3.681333,180.0,6.0,0,0
-0.389595,0.420884,0.0,0.347388,0.365153,0.0,0.573522,0.032254,0.67966,0.625792,0.0,0.426478,0.0,0.0,1.0,1.0,4.381333,157.499998,5.0,0,0
-0.233068,0.554836,0.0,0.274612,0.413242,0.0,0.6018,0.028806,0.500399,0.77663,0.0,0.3982,0.0,0.0,1.0,1.0,5.121333,134.999998,4.0,0,0
-0.08385,0.401923,0.0,0.152939,0.459337,0.0,0.410577,0.019511,0.253626,0.888385,0.0,0.589423,0.0,0.0,1.0,1.0,5.921333,112.499994,3.0,0,0
0.0,0.190472,0.0,0.0,0.387574,0.0,0.190472,0.012678,0.0,0.923881,0.0,0.809528,0.0,0.0,1.0,1.0,6.721333,90.0,3.0,0,1
