mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.063719,-0.184895,-0.016038,0.629188,0.551953,0.510777,0.196223,0.024138,0.657011,0.532598,0.487144,0.803777,0.444444,0.642788,0.766044,0.0,0.971333,-8.038435,11.0,0,1
-0.025577,-0.287801,0.029897,0.606084,0.558448,0.486146,0.290478,0.024704,0.579012,0.700874,0.494749,0.709522,0.444444,0.642788,0.766044,0.0,1.911333,-62.646825,9.0,2,0
-0.063902,-0.261269,0.026675,0.560116,0.575656,0.530771,0.27029,0.022501,0.591997,0.848822,0.680569,0.72971,0.444444,0.642788,0.766044,0.0,2.661333,-83.533004,9.0,2,0
-0.068516,-0.232424,0.045312,0.552917,0.580241,0.544719,0.246512,0.023494,0.814182,1.043314,0.793261,0.753488,0.444444,0.642788,0.766044,0.0,3.361333,-63.055846,9.0,2,0
-0.087811,-0.169729,0.039951,0.575505,0.592038,0.529196,0.19523,0.020779,0.876563,1.060887,0.819465,0.80477,0.444444,0.642788,0.766044,0.0,3.641333,-122.378128,7.0,2,1
-0.113236,-0.190794,0.035483,0.574485,0.597258,0.512523,0.224686,0.028999,0.649093,0.853659,0.519064,0.775314,0.444444,0.642788,0.766044,0.0,4.271333,-115.591753,8.0,2,0
-0.227896,-0.245773,-0.002322,0.571987,0.547644,0.510376,0.335181,0.033655,0.64007,0.674203,0.34507,0.664819,0.444444,0.642788,0.766044,0.0,5.181333,-137.266099,7.0,1,0
-0.244879,-0.228317,-0.003447,0.601359,0.50545,0.52026,0.334823,0.031974,0.767142,0.62043,0.370527,0.665177,0.444444,0.642788,0.766044,0.0,5.931333,-111.043938,8.0,1,0
-0.167594,-0.149515,-0.029505,0.59823,0.515958,0.507752,0.226524,0.025438,0.82284,0.58841,0.404981,0.773476,0.444444,0.642788,0.766044,0.0,6.641333,-133.080108,7.0,0,0
-0.032162,-0.04467,-0.002785,0.452075,0.42012,0.373303,0.055114,0.012712,0.911424,0.429488,0.358615,0.944886,0.444444,0.642788,0.766044,0.0,7.461333,-149.608997,7.0,1,2
