mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.011522,-0.117499,0.030642,0.559093,0.563391,0.595836,0.121974,0.017932,0.622348,0.734586,0.833502,0.878026,0.833333,0.965926,0.258819,0.0,0.471333,-23.432322,11.0,2,2
0.03133,-0.193619,0.04146,0.562675,0.566566,0.567555,0.200472,0.02246,0.64762,0.758624,0.680456,0.799528,0.833333,0.965926,0.258819,0.0,1.211333,-62.475816,9.0,2,1
0.010034,-0.241719,0.03552,0.574191,0.586582,0.516018,0.244521,0.025705,0.624973,0.85768,0.600538,0.755479,0.833333,0.965926,0.258819,0.0,1.931333,-57.163233,10.0,2,0
-0.057261,-0.249351,0.070309,0.578913,0.579183,0.508801,0.265326,0.025809,0.577615,0.801256,0.544184,0.734674,0.833333,0.965926,0.258819,0.0,2.781333,-69.173398,9.0,2,0
-0.042919,-0.225509,0.06363,0.600219,0.582112,0.494051,0.238212,0.02271,0.575411,0.740558,0.496536,0.761788,0.833333,0.965926,0.258819,0.0,3.591333,-123.98338,7.0,2,0
-0.035083,-0.139028,-0.026626,0.640327,0.527588,0.538799,0.145837,0.033012,0.588051,0.365402,0.490005,0.854163,0.833333,0.965926,0.258819,0.0,4.321333,-110.197875,8.0,0,2
-0.01538,-0.11095,-0.026124,0.629617,0.522341,0.563409,0.115017,0.031528,0.599313,0.33469,0.486106,0.884983,0.833333,0.965926,0.258819,0.0,4.541333,-123.104127,7.0,0,2
-0.056828,-0.026915,-0.047962,0.652553,0.490346,0.572178,0.079083,0.036942,0.625431,0.281035,0.469841,0.920917,0.833333,0.965926,0.258819,0.0,5.141333,-116.259497,8.0,0,2
-0.078199,-0.006782,-0.045594,0.570958,0.46146,0.567326,0.090774,0.032522,0.563305,0.233524,0.45884,0.909226,0.833333,0.965926,0.258819,0.0,6.021333,157.517198,5.0,0,2
-0.05334,-0.00979,-0.00466,0.444915,0.38596,0.379762,0.054431,0.018737,0.621516,0.340164,0.403678,0.945569,0.833333,0.965926,0.258819,0.0,6.771333,171.107342,5.0,1,2
