mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.144538,-0.106293,-0.073978,0.65933,0.496024,0.530619,0.194067,0.046948,1.197241,0.705225,0.605188,0.805933,0.833333,0.965926,0.258819,0.0,0.261333,1.526036,0.0,0,1
0.16955,-0.102251,-0.081326,0.640391,0.503241,0.539264,0.214047,0.035286,1.358776,0.725054,0.531141,0.785953,0.833333,0.965926,0.258819,0.0,0.531333,173.75452,5.0,0,1
0.159224,-0.148463,-0.045725,0.646348,0.522216,0.509915,0.222451,0.065176,1.047417,0.938433,0.79206,0.777549,0.833333,0.965926,0.258819,0.0,1.071333,-18.232533,11.0,0,0
0.112657,-0.197553,-0.021439,0.610651,0.578631,0.48996,0.228426,0.0633,0.983635,0.971287,0.803684,0.771574,0.833333,0.965926,0.258819,0.0,1.871333,-28.691787,11.0,0,0
0.100652,-0.190389,-0.050776,0.595193,0.596081,0.491341,0.221262,0.035189,0.668832,0.910646,0.471439,0.778738,0.833333,0.965926,0.258819,0.0,2.801333,-57.954961,10.0,0,1
0.033101,-0.211423,-0.060862,0.616426,0.584161,0.478791,0.222485,0.046757,0.846128,0.781104,0.43097,0.777515,0.833333,0.965926,0.258819,0.0,3.471333,-73.258161,9.0,0,0
0.072473,-0.144791,-0.133997,0.658064,0.515556,0.506919,0.210171,0.066715,0.940756,0.563821,0.387947,0.789829,0.833333,0.965926,0.258819,0.0,4.261333,-95.932957,8.0,0,1
-0.016463,-0.112399,-0.129882,0.697744,0.467115,0.514941,0.172551,0.068261,0.939627,0.475032,0.373144,0.827449,0.833333,0.965926,0.258819,0.0,5.061333,-122.110789,7.0,0,1
0.029598,-0.044568,-0.103884,0.59385,0.406916,0.491592,0.116851,0.049488,0.744739,0.27546,0.349686,0.883149,0.833333,0.965926,0.258819,0.0,5.961333,42.689016,1.0,0,2
-0.050858,-0.010132,0.010779,0.447093,0.313094,0.320684,0.052966,0.021686,0.805387,0.283424,0.430414,0.947034,0.833333,0.965926,0.258819,0.0,6.701333,178.062843,5.0,1,2
