mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.270031,-0.18146,0.0,0.635209,0.700474,0.0,0.325337,0.030132,0.661517,0.599734,0.0,0.674663,0.0,0.0,1.0,1.0,1.081333,-111.951167,8.0,0,0
-0.368049,-0.11503,0.0,0.671307,0.632973,0.0,0.385606,0.033647,0.818815,0.412502,0.0,0.614394,0.0,0.0,1.0,1.0,1.881333,-135.397478,7.0,0,0
-0.349017,-0.050819,0.0,0.683309,0.639291,0.0,0.352697,0.029792,0.862579,0.318899,0.0,0.647303,0.0,0.0,1.0,1.0,2.151333,-139.685196,7.0,0,0
-0.424751,-0.023142,0.0,0.672435,0.605708,0.0,0.425381,0.031143,0.869214,0.302754,0.0,0.574619,0.0,0.0,1.0,1.0,2.681333,-157.55929,6.0,0,0
-0.335751,-0.001104,0.0,0.711871,0.616854,0.0,0.335753,0.02671,0.88238,0.280104,0.0,0.664247,0.0,0.0,1.0,1.0,2.911333,-151.725334,6.0,0,0
-0.353835,0.091368,0.0,0.672352,0.643735,0.0,0.365441,0.026698,0.845993,0.410706,0.0,0.634559,0.0,0.0,1.0,1.0,3.561333,178.69105,5.0,0,0
-0.261924,0.230345,0.0,0.641954,0.682812,0.0,0.348802,0.027127,0.533633,0.701245,0.0,0.651198,0.0,0.0,1.0,1.0,4.311333,155.85773,5.0,0,0
-0.21323,0.346433,0.0,0.584374,0.702157,0.0,0.406796,0.029528,0.407645,0.809792,0.0,0.593204,0.0,0.0,1.0,1.0,5.081333,137.377783,4.0,0,0
-0.025779,0.157816,0.0,0.530504,0.642127,0.0,0.159908,0.0215,0.29449,0.823258,0.0,0.840092,0.0,0.0,1.0,1.0,6.061333,118.422205,3.0,0,1
0.008761,0.046775,0.0,0.366992,0.444279,0.0,0.047589,0.012316,0.264637,0.948345,0.0,0.952411,0.0,0.0,1.0,1.0,6.831333,90.371266,3.0,0,2
