mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.099983,-0.193896,0.109052,0.578518,0.533243,0.566956,0.243895,0.019785,0.766351,0.728908,0.708825,0.756105,0.833333,0.965926,0.258819,0.0,0.211333,-11.870543,11.0,2,0
0.040839,-0.264348,0.028782,0.564166,0.597007,0.502854,0.269028,0.026994,0.494318,0.978862,0.594326,0.730972,0.833333,0.965926,0.258819,0.0,1.061333,-89.935213,9.0,2,0
0.058459,-0.251101,-0.009992,0.57195,0.594132,0.503199,0.258009,0.033321,0.499199,0.862508,0.534895,0.741991,0.833333,0.965926,0.258819,0.0,1.811333,-56.080998,10.0,0,0
-0.000584,-0.200939,0.023691,0.589728,0.597597,0.50403,0.202331,0.033401,0.564053,0.845687,0.538412,0.797669,0.833333,0.965926,0.258819,0.0,2.631333,-88.38665,9.0,2,1
0.011253,-0.121778,0.037549,0.606695,0.588104,0.519189,0.127931,0.026514,0.625807,0.707272,0.51942,0.872069,0.833333,0.965926,0.258819,0.0,2.881333,-82.760844,9.0,2,2
-0.103654,-0.110822,-0.010298,0.59125,0.536811,0.582295,0.152091,0.029117,0.519226,0.536281,0.560639,0.847909,0.833333,0.965926,0.258819,0.0,3.661333,-88.988103,9.0,0,2
-0.100067,-0.088443,-0.027394,0.617199,0.493855,0.597118,0.13633,0.030224,0.562527,0.468133,0.554329,0.86367,0.833333,0.965926,0.258819,0.0,4.231333,-108.995172,8.0,0,2
-0.094541,-0.084074,-0.08621,0.653077,0.482145,0.563514,0.153097,0.029939,0.618622,0.354395,0.514184,0.846903,0.833333,0.965926,0.258819,0.0,5.041333,-124.738522,7.0,0,2
-0.015829,-0.042114,-0.072407,0.618896,0.493482,0.447117,0.085246,0.02146,0.774831,0.42374,0.449655,0.914754,0.833333,0.965926,0.258819,0.0,5.841333,-168.103291,6.0,0,2
0.009505,-0.020709,-0.044683,0.376943,0.341136,0.296289,0.050158,0.011033,0.965099,0.307132,0.502026,0.949842,0.833333,0.965926,0.258819,0.0,6.811333,168.536602,5.0,0,2
