mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.044181,-0.266867,0.013785,0.553394,0.568008,0.545675,0.270851,0.03413,0.542676,0.907063,0.61384,0.729149,0.833333,0.965926,0.258819,0.0,1.251333,-30.428983,10.0,1,0
0.019813,-0.229071,0.046272,0.542235,0.5723,0.568724,0.234536,0.033014,0.592129,0.946044,0.67676,0.765464,0.833333,0.965926,0.258819,0.0,2.241333,-72.810922,9.0,2,0
-0.032784,-0.261584,0.04583,0.532483,0.559254,0.576267,0.267585,0.030671,0.600738,0.932925,0.670646,0.732415,0.833333,0.965926,0.258819,0.0,2.921333,-103.019711,8.0,2,0
-0.003574,-0.205988,0.030007,0.555011,0.56578,0.573149,0.208193,0.021599,0.661448,0.77983,0.723388,0.791807,0.833333,0.965926,0.258819,0.0,3.141333,-107.242748,8.0,2,1
0.023652,-0.20888,-0.04303,0.595862,0.546051,0.548383,0.214573,0.030236,0.670665,0.488668,0.570032,0.785427,0.833333,0.965926,0.258819,0.0,4.471333,-107.776203,8.0,0,1
0.073198,-0.160645,-0.065458,0.63836,0.539625,0.515609,0.188281,0.028674,0.752223,0.406266,0.54515,0.811719,0.833333,0.965926,0.258819,0.0,5.371333,-92.848599,8.0,0,1
0.043023,-0.113308,-0.060537,0.580282,0.489586,0.446642,0.135478,0.022882,0.72469,0.417789,0.523004,0.864522,0.833333,0.965926,0.258819,0.0,6.171333,143.588968,4.0,0,2
0.050908,-0.104115,-0.045487,0.531865,0.473128,0.396277,0.124501,0.015207,0.800052,0.542083,0.490296,0.875499,0.833333,0.965926,0.258819,0.0,6.401333,-23.554451,11.0,0,2
-0.017357,-0.071585,-0.040669,0.425276,0.39338,0.32646,0.084141,0.012222,0.825759,0.618215,0.473022,0.915859,0.833333,0.965926,0.258819,0.0,6.861333,-175.82591,6.0,0,2
-0.012298,-0.044726,-0.030115,0.359689,0.344986,0.296335,0.055304,0.007198,0.727556,0.463108,0.467051,0.944696,0.833333,0.965926,0.258819,0.0,7.081333,-140.729113,7.0,0,2
