mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.211639,-0.126746,-0.180764,0.620359,0.577737,0.43341,0.305828,0.026425,0.549909,0.418753,0.288894,0.694172,0.0,0.0,1.0,0.0,1.341333,-21.629178,11.0,0,0
0.133586,-0.071952,-0.16829,0.596221,0.582039,0.504387,0.226591,0.024149,0.542493,0.506046,0.439054,0.773409,0.0,0.0,1.0,0.0,2.351333,19.805798,0.0,0,0
0.055082,-0.140686,-0.148866,0.566797,0.610293,0.51116,0.212103,0.021412,0.489467,0.767061,0.452355,0.787897,0.0,0.0,1.0,0.0,3.051333,-48.213593,10.0,0,1
-0.054617,-0.171934,-0.051971,0.593936,0.633514,0.458958,0.187737,0.016956,0.687982,1.04273,0.523551,0.812263,0.0,0.0,1.0,0.0,3.731333,-87.029922,9.0,0,1
-0.133962,-0.152756,-0.042212,0.601068,0.666696,0.388807,0.207514,0.017659,0.883686,1.10708,0.371025,0.792486,0.0,0.0,1.0,0.0,4.571333,-97.117958,8.0,0,1
-0.164,-0.103444,-0.04268,0.59727,0.668029,0.396973,0.19854,0.014559,1.003432,1.092909,0.426306,0.80146,0.0,0.0,1.0,0.0,4.871333,-90.811902,8.0,0,1
-0.183141,-0.105856,-0.043811,0.591357,0.652923,0.421097,0.216022,0.017024,0.866316,0.834656,0.404094,0.783978,0.0,0.0,1.0,0.0,5.491333,-170.463144,6.0,0,1
-0.119899,-0.134563,-0.016229,0.537337,0.588035,0.382943,0.18096,0.015868,0.888893,0.869501,0.41679,0.81904,0.0,0.0,1.0,0.0,6.131333,-146.244734,7.0,0,1
-0.0814,-0.137894,-0.027237,0.493932,0.541055,0.368534,0.162428,0.014492,0.54079,0.477984,0.320438,0.837572,0.0,0.0,1.0,0.0,6.361333,155.956765,5.0,0,1
-0.000852,-0.084205,0.011785,0.309135,0.38281,0.233602,0.08503,0.007263,0.344079,0.493034,0.246866,0.91497,0.0,0.0,1.0,0.0,7.151333,-7.209896,11.0,1,2
