mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.044759,-0.13606,-0.02195,0.602899,0.560599,0.548857,0.144905,0.024135,0.65318,0.652841,0.642356,0.855095,0.444444,0.642788,0.766044,0.0,0.261333,-6.040951,11.0,0,2
0.094482,-0.230521,0.086819,0.564808,0.583448,0.520554,0.263826,0.024303,0.599927,0.755723,0.670675,0.736174,0.444444,0.642788,0.766044,0.0,1.141333,-59.120463,10.0,2,0
0.070557,-0.273449,0.097437,0.561935,0.604293,0.479388,0.298742,0.023728,0.607085,0.856609,0.558526,0.701258,0.444444,0.642788,0.766044,0.0,1.971333,24.403405,0.0,2,0
0.03872,-0.259364,0.079486,0.562251,0.606285,0.491126,0.27402,0.021892,0.594188,0.906196,0.570712,0.72598,0.444444,0.642788,0.766044,0.0,2.271333,-91.035143,8.0,2,0
-0.021508,-0.199536,0.032045,0.528114,0.631902,0.529614,0.203234,0.023175,0.681749,1.051714,0.667047,0.796766,0.444444,0.642788,0.766044,0.0,2.761333,-63.084926,9.0,2,1
-0.044704,-0.200012,-0.010219,0.534268,0.636353,0.517208,0.205202,0.02118,0.69988,1.067118,0.594713,0.794798,0.444444,0.642788,0.766044,0.0,2.991333,27.385109,0.0,0,1
-0.105308,-0.26182,-0.010932,0.541449,0.601077,0.515539,0.282416,0.029664,0.589843,0.906572,0.463395,0.717584,0.444444,0.642788,0.766044,0.0,3.451333,-77.642781,9.0,0,0
-0.124774,-0.245956,0.009849,0.562246,0.591813,0.507421,0.275971,0.030109,0.583371,0.778049,0.430029,0.724029,0.444444,0.642788,0.766044,0.0,4.251333,-107.114183,8.0,1,0
-0.089825,-0.207715,0.017543,0.647165,0.554169,0.471754,0.226984,0.027219,0.520682,0.545253,0.282256,0.773016,0.444444,0.642788,0.766044,0.0,5.131333,-114.199238,8.0,1,0
-0.034482,-0.091929,0.031342,0.544576,0.427915,0.368099,0.103064,0.013795,0.668887,0.382207,0.293807,0.896936,0.444444,0.642788,0.766044,0.0,6.011333,-152.86399,6.0,2,2
