mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.216662,0.072694,-0.176875,0.556994,0.553817,0.547092,0.288984,0.012104,0.680334,0.556254,0.545564,0.711016,0.0,0.0,1.0,0.0,0.191333,31.157449,1.0,0,0
0.131537,-0.08424,-0.197556,0.586939,0.597059,0.485103,0.251847,0.013145,0.618865,0.550309,0.38348,0.748153,0.0,0.0,1.0,0.0,1.021333,-3.676335,11.0,0,0
0.079384,-0.191357,-0.100091,0.60769,0.601408,0.46467,0.230082,0.013881,0.66426,0.831258,0.384635,0.769918,0.0,0.0,1.0,0.0,1.781333,-27.742104,11.0,0,0
-0.012149,-0.167129,-0.055974,0.594136,0.620072,0.480769,0.176671,0.016082,0.511142,0.768489,0.352788,0.823329,0.0,0.0,1.0,0.0,2.621333,-54.199328,10.0,0,1
-0.025864,-0.132181,-0.030026,0.59513,0.61671,0.496232,0.137994,0.012774,0.524385,0.88543,0.359187,0.862006,0.0,0.0,1.0,0.0,2.851333,-59.304693,10.0,0,2
-0.082821,-0.087499,-0.018645,0.590093,0.616462,0.50662,0.121914,0.013541,0.452657,0.870123,0.466947,0.878086,0.0,0.0,1.0,0.0,3.641333,109.450651,3.0,0,2
-0.143547,-0.101834,0.021285,0.586706,0.589186,0.526293,0.177282,0.010997,0.617664,1.020211,0.591705,0.822718,0.0,0.0,1.0,0.0,4.291333,-112.597673,8.0,1,1
-0.175739,-0.09189,0.021312,0.615544,0.570781,0.505306,0.199454,0.010836,0.718372,0.971624,0.56765,0.800546,0.0,0.0,1.0,0.0,4.991333,-120.801904,7.0,1,1
-0.098875,-0.078612,0.046893,0.570931,0.516725,0.495972,0.134741,0.008658,0.780048,0.575153,0.435966,0.865259,0.0,0.0,1.0,0.0,5.791333,-129.555861,7.0,2,2
-0.011365,-0.035394,0.015864,0.412942,0.378307,0.370035,0.040417,0.006807,0.621751,0.30569,0.303825,0.959583,0.0,0.0,1.0,0.0,6.601333,165.410566,5.0,1,2
0.021231,-0.033641,0.039838,0.314503,0.337313,0.326091,0.056299,0.003092,0.59148,0.327244,0.26637,0.943701,0.0,0.0,1.0,0.0,6.861333,160.370404,5.0,2,2
