mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.091582,-0.219901,0.073757,0.607085,0.588147,0.472595,0.249367,0.021327,0.6814,0.84019,0.665168,0.750633,0.444444,0.642788,0.766044,0.0,1.201333,-161.497827,6.0,2,0
0.078537,-0.232832,0.079346,0.613855,0.580758,0.468217,0.258215,0.019666,0.675418,0.862734,0.690089,0.741785,0.444444,0.642788,0.766044,0.0,1.431333,-57.650793,10.0,2,0
0.055818,-0.26027,0.084944,0.620386,0.559068,0.473805,0.279413,0.024103,0.588712,0.788115,0.576416,0.720587,0.444444,0.642788,0.766044,0.0,1.981333,-27.017234,11.0,2,0
-0.030676,-0.219672,0.049003,0.608861,0.577942,0.493633,0.227152,0.023622,0.688571,0.920636,0.568168,0.772848,0.444444,0.642788,0.766044,0.0,2.831333,-45.993625,10.0,2,0
-0.10315,-0.182732,-0.029922,0.570293,0.597668,0.522142,0.211958,0.020021,0.776851,0.932874,0.610982,0.788042,0.444444,0.642788,0.766044,0.0,3.601333,-55.23888,10.0,0,1
-0.166381,-0.205916,-0.038379,0.554394,0.60239,0.50815,0.267502,0.027503,0.814788,0.741274,0.501317,0.732498,0.444444,0.642788,0.766044,0.0,4.331333,-107.311569,8.0,0,0
-0.113806,-0.143545,-0.028334,0.579804,0.621065,0.493706,0.185363,0.025463,0.759004,0.534679,0.37657,0.814637,0.444444,0.642788,0.766044,0.0,4.581333,-143.554827,7.0,0,1
-0.107608,-0.163586,-0.035942,0.650243,0.561836,0.471055,0.199077,0.032079,0.816945,0.439264,0.379009,0.800923,0.444444,0.642788,0.766044,0.0,5.371333,-147.12129,7.0,0,1
-0.085164,-0.128148,-0.010478,0.618775,0.517955,0.428374,0.154223,0.026685,0.86906,0.429507,0.374555,0.845777,0.444444,0.642788,0.766044,0.0,6.041333,-144.310189,7.0,0,1
-0.097561,-0.082385,-0.025909,0.434638,0.384646,0.352998,0.130295,0.018299,0.815964,0.424227,0.433823,0.869705,0.444444,0.642788,0.766044,0.0,6.801333,-144.691087,7.0,0,2
