mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.099332,-0.091735,-0.102056,0.558373,0.659115,0.474361,0.169403,0.049824,0.688699,0.886597,0.582222,0.830597,0.833333,0.965926,0.258819,0.0,0.431333,12.075562,0.0,0,1
0.12071,-0.115004,-0.061564,0.54086,0.671412,0.474365,0.177727,0.073691,0.745367,0.93511,0.566164,0.822273,0.833333,0.965926,0.258819,0.0,1.281333,-6.759875,11.0,0,1
0.147254,-0.1911,-0.052036,0.527096,0.640901,0.500445,0.246801,0.068321,0.761492,0.934017,0.552746,0.753199,0.833333,0.965926,0.258819,0.0,2.061333,-28.650026,11.0,0,0
0.0382,-0.253137,-0.088179,0.530947,0.597068,0.536885,0.270764,0.058553,0.780948,0.977719,0.612668,0.729236,0.833333,0.965926,0.258819,0.0,2.881333,-67.825397,9.0,0,0
-0.053454,-0.258244,-0.10607,0.552939,0.603965,0.498628,0.28425,0.051334,0.516726,0.760726,0.351,0.71575,0.833333,0.965926,0.258819,0.0,3.661333,-88.4321,9.0,0,0
-0.143273,-0.216393,-0.073133,0.603975,0.574743,0.481807,0.269632,0.063269,0.592865,0.611391,0.388746,0.730368,0.833333,0.965926,0.258819,0.0,4.431333,-97.00228,8.0,0,0
0.014283,-0.103498,-0.105164,0.690027,0.477399,0.52335,0.148241,0.054143,0.642047,0.50304,0.394582,0.851759,0.833333,0.965926,0.258819,0.0,5.271333,-108.866047,8.0,0,2
0.055072,-0.083939,-0.132918,0.659249,0.485935,0.548981,0.166571,0.043185,0.691148,0.372079,0.427526,0.833429,0.833333,0.965926,0.258819,0.0,6.031333,-153.110337,6.0,0,1
0.101452,-0.054121,-0.136095,0.642657,0.50828,0.544748,0.178167,0.019965,0.640611,0.256755,0.45287,0.821833,0.833333,0.965926,0.258819,0.0,6.251333,-141.186967,7.0,0,1
0.087094,-0.041821,-0.10964,0.456059,0.427665,0.465385,0.146134,0.012727,0.398232,0.109508,0.448548,0.853866,0.833333,0.965926,0.258819,0.0,7.001333,-11.49912,11.0,0,2
