mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.256822,-0.252067,0.0,0.637297,0.681437,0.0,0.359855,0.036079,0.696896,0.504473,0.0,0.640145,0.0,0.0,1.0,1.0,1.251333,-113.854759,8.0,0,0
-0.269544,-0.118989,0.0,0.700779,0.649689,0.0,0.29464,0.033915,0.758791,0.394607,0.0,0.70536,0.0,0.0,1.0,1.0,2.221333,-136.070487,7.0,0,0
-0.309467,-0.058435,0.0,0.697557,0.64359,0.0,0.314936,0.034702,0.775694,0.356578,0.0,0.685064,0.0,0.0,1.0,1.0,2.871333,-158.30581,6.0,0,0
-0.227525,-0.009292,0.0,0.705615,0.670993,0.0,0.227715,0.02372,0.799787,0.36676,0.0,0.772285,0.0,0.0,1.0,1.0,3.121333,-136.821046,7.0,0,0
-0.25115,0.117748,0.0,0.677698,0.681,0.0,0.277382,0.024287,0.795555,0.457936,0.0,0.722618,0.0,0.0,1.0,1.0,3.651333,-179.989713,6.0,0,0
-0.279684,0.257298,0.0,0.606158,0.698675,0.0,0.380034,0.026466,0.568597,0.804168,0.0,0.619966,0.0,0.0,1.0,1.0,4.501333,158.4139,5.0,0,0
-0.253061,0.245638,0.0,0.595956,0.721427,0.0,0.352673,0.023168,0.484981,0.900612,0.0,0.647327,0.0,0.0,1.0,1.0,4.781333,105.283012,3.0,0,0
-0.262601,0.329313,0.0,0.55724,0.715595,0.0,0.421196,0.027604,0.393134,0.896522,0.0,0.578804,0.0,0.0,1.0,1.0,5.281333,132.959973,4.0,0,0
-0.179046,0.288193,0.0,0.529256,0.670146,0.0,0.339283,0.025012,0.339227,0.918177,0.0,0.660717,0.0,0.0,1.0,1.0,6.061333,111.902231,3.0,0,0
-0.137342,0.179137,0.0,0.518349,0.624246,0.0,0.225727,0.018385,0.286469,0.825558,0.0,0.774273,0.0,0.0,1.0,1.0,6.331333,105.13016,3.0,0,0
-0.067075,0.126957,0.0,0.414263,0.507041,0.0,0.143587,0.016005,0.248782,0.837724,0.0,0.856413,0.0,0.0,1.0,1.0,6.851333,92.401869,3.0,0,2
-0.062437,0.038952,0.0,0.399947,0.417071,0.0,0.073591,0.007817,0.462359,0.719945,0.0,0.926409,0.0,0.0,1.0,1.0,7.071333,102.079135,3.0,0,2
