mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.118067,-0.134485,-0.02394,0.591508,0.582043,0.527888,0.180552,0.027079,0.623019,0.486395,0.569336,0.819448,0.444444,0.642788,0.766044,0.0,0.261333,-11.745574,11.0,0,1
-0.001878,-0.215732,0.041246,0.565788,0.607713,0.512078,0.219647,0.030396,0.4912,0.67548,0.468417,0.780353,0.444444,0.642788,0.766044,0.0,1.061333,47.108559,1.0,2,1
-0.083639,-0.242379,0.033884,0.568733,0.614845,0.481147,0.258633,0.035794,0.534654,0.787858,0.380522,0.741367,0.444444,0.642788,0.766044,0.0,1.951333,-23.858896,11.0,2,0
-0.109057,-0.272402,0.052252,0.555065,0.598529,0.494675,0.298038,0.03662,0.513869,0.81907,0.345373,0.701962,0.444444,0.642788,0.766044,0.0,2.641333,-122.284915,7.0,2,0
-0.158205,-0.250113,0.00103,0.552257,0.601671,0.495247,0.29595,0.035751,0.529145,0.799342,0.35172,0.70405,0.444444,0.642788,0.766044,0.0,3.451333,-140.049521,7.0,1,0
-0.194515,-0.214225,-0.006661,0.558617,0.583305,0.513647,0.289435,0.031113,0.565923,0.782367,0.387186,0.710565,0.444444,0.642788,0.766044,0.0,4.181333,-106.263572,8.0,0,0
-0.208383,-0.205229,-0.038362,0.621248,0.537711,0.487688,0.294981,0.029359,0.614546,0.558188,0.335278,0.705019,0.444444,0.642788,0.766044,0.0,4.991333,-134.763831,7.0,0,0
-0.182854,-0.145328,-0.032115,0.632571,0.549488,0.492179,0.235769,0.023969,0.632207,0.470101,0.285924,0.764231,0.444444,0.642788,0.766044,0.0,5.231333,-116.243175,8.0,0,0
-0.1333,-0.095057,-0.045569,0.599023,0.505816,0.447147,0.169945,0.01947,0.709305,0.379762,0.284337,0.830055,0.444444,0.642788,0.766044,0.0,5.821333,-142.120666,7.0,0,1
-0.058534,-0.050326,-0.015576,0.448129,0.383342,0.299264,0.07875,0.009922,0.754943,0.37161,0.147849,0.92125,0.444444,0.642788,0.766044,0.0,6.621333,-173.974148,6.0,0,2
