mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.229333,-0.468209,0.0,0.281318,0.418026,0.0,0.521358,0.019065,0.505732,0.773167,0.0,0.478642,0.0,0.0,1.0,1.0,0.291333,-90.0,9.0,0,0
-0.416831,-0.415064,0.0,0.363039,0.358226,0.0,0.58824,0.028729,0.775577,0.502029,0.0,0.41176,0.0,0.0,1.0,1.0,0.931333,-112.5,8.0,0,0
-0.561011,-0.235445,0.0,0.41586,0.277167,0.0,0.608415,0.033413,0.851486,0.358505,0.0,0.391585,0.0,0.0,1.0,1.0,1.731333,-135.000001,7.0,0,0
-0.485525,-0.157674,0.0,0.444442,0.228923,0.0,0.510485,0.031196,0.877313,0.289611,0.0,0.489515,0.0,0.0,1.0,1.0,1.951333,-135.000002,7.0,0,0
-0.592425,-0.009701,0.0,0.447204,0.244268,0.0,0.592504,0.032208,0.88058,0.279521,0.0,0.407496,0.0,0.0,1.0,1.0,2.531333,-157.500002,6.0,0,0
-0.526214,0.221879,0.0,0.432838,0.286316,0.0,0.57108,0.025967,0.840838,0.382811,0.0,0.42892,0.0,0.0,1.0,1.0,3.341333,180.0,6.0,0,0
-0.418039,0.228703,0.0,0.418928,0.282679,0.0,0.47651,0.019043,0.761029,0.52382,0.0,0.52349,0.0,0.0,1.0,1.0,3.571333,180.0,6.0,0,0
-0.410667,0.413687,0.0,0.35893,0.363616,0.0,0.58291,0.024076,0.589984,0.710966,0.0,0.41709,0.0,0.0,1.0,1.0,4.131333,157.5,5.0,0,0
-0.206859,0.538748,0.0,0.271313,0.429218,0.0,0.577096,0.026467,0.340413,0.858878,0.0,0.422904,0.0,0.0,1.0,1.0,4.991333,134.999996,4.0,0,0
-0.059361,0.375424,0.0,0.137618,0.456055,0.0,0.380088,0.021881,0.202189,0.901484,0.0,0.619912,0.0,0.0,1.0,1.0,5.821333,112.499999,3.0,0,0
0.0,0.118954,0.0,0.0,0.301437,0.0,0.118954,0.007043,0.0,0.92388,0.0,0.881046,0.0,0.0,1.0,1.0,6.751333,90.0,3.0,0,2
