mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.029807,0.014716,-0.061052,0.647534,0.558676,0.513563,0.069515,0.014605,0.62367,0.514159,0.412359,0.930485,0.0,0.0,1.0,0.0,0.721333,109.497389,3.0,0,2
-0.055564,-0.026248,-0.065513,0.620518,0.612202,0.481765,0.089824,0.015389,0.68665,0.756191,0.463891,0.910176,0.0,0.0,1.0,0.0,1.291333,146.912839,4.0,0,2
-0.006654,-0.035583,-0.055548,0.619117,0.619669,0.477816,0.066303,0.013865,0.641366,0.775893,0.463607,0.933697,0.0,0.0,1.0,0.0,1.531333,167.918995,5.0,0,2
0.062725,0.019112,-0.049401,0.611223,0.629485,0.472667,0.082099,0.014143,0.714923,0.801843,0.506701,0.917901,0.0,0.0,1.0,0.0,2.121333,144.558092,4.0,0,2
0.080275,0.005728,-0.056732,0.604579,0.653062,0.445307,0.098465,0.012758,0.75735,0.882791,0.529728,0.901535,0.0,0.0,1.0,0.0,2.391333,-31.14256,10.0,0,2
0.124049,-0.00795,-0.030447,0.648475,0.620689,0.421719,0.127978,0.012748,0.911126,0.853365,0.501796,0.872022,0.0,0.0,1.0,0.0,2.961333,45.519924,1.0,0,2
0.115544,-0.096947,-0.041913,0.717447,0.530197,0.423856,0.156543,0.0125,1.184194,0.602408,0.347867,0.843457,0.0,0.0,1.0,0.0,3.901333,18.289968,0.0,0,1
0.109024,-0.104819,-0.023657,0.699633,0.489927,0.413432,0.153078,0.010763,1.301569,0.618854,0.309218,0.846922,0.0,0.0,1.0,0.0,4.161333,-1.7655,11.0,0,2
0.119757,-0.096052,-0.023796,0.644527,0.394311,0.372618,0.155351,0.010208,1.345358,0.590865,0.287451,0.844649,0.0,0.0,1.0,0.0,4.541333,-87.957246,9.0,0,1
0.041714,-0.058276,-0.003163,0.438117,0.258464,0.254907,0.071737,0.006852,1.500197,0.725297,0.213296,0.928263,0.0,0.0,1.0,0.0,5.351333,-9.452108,11.0,1,2
