mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.23573,-0.475046,0.0,0.280647,0.418761,0.0,0.530318,0.020548,0.421713,0.822017,0.0,0.469682,0.0,0.0,1.0,1.0,0.391333,-89.999998,9.0,0,0
-0.403318,-0.362109,0.0,0.371054,0.34063,0.0,0.542022,0.028186,0.796934,0.467387,0.0,0.457978,0.0,0.0,1.0,1.0,1.171333,-112.499995,8.0,0,0
-0.552402,-0.234975,0.0,0.419982,0.278606,0.0,0.600301,0.030555,0.846735,0.369586,0.0,0.399699,0.0,0.0,1.0,1.0,1.831333,-135.000002,7.0,0,0
-0.481939,-0.153672,0.0,0.442093,0.22745,0.0,0.505846,0.029077,0.86469,0.325368,0.0,0.494154,0.0,0.0,1.0,1.0,2.061333,-135.000001,7.0,0,0
-0.590635,0.002432,0.0,0.447742,0.242738,0.0,0.59064,0.032233,0.868143,0.316038,0.0,0.40936,0.0,0.0,1.0,1.0,2.641333,-157.500005,6.0,0,0
-0.55033,0.225633,0.0,0.420884,0.284658,0.0,0.594789,0.028309,0.802371,0.457989,0.0,0.405211,0.0,0.0,1.0,1.0,3.431333,180.0,6.0,0,0
-0.405055,0.417082,0.0,0.354962,0.364479,0.0,0.581401,0.029579,0.631616,0.674251,0.0,0.418599,0.0,0.0,1.0,1.0,4.271333,157.5,5.0,0,0
-0.172481,0.496329,0.0,0.248954,0.443432,0.0,0.525445,0.027301,0.342256,0.858146,0.0,0.474555,0.0,0.0,1.0,1.0,5.191333,134.999997,4.0,0,0
-0.075311,0.388691,0.0,0.147894,0.462639,0.0,0.39592,0.024013,0.240866,0.891929,0.0,0.60408,0.0,0.0,1.0,1.0,5.861333,112.499996,3.0,0,0
0.0,0.197609,0.0,0.0,0.395474,0.0,0.197609,0.016335,0.0,0.92388,0.0,0.802391,0.0,0.0,1.0,1.0,6.641333,90.0,3.0,0,1
