mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.21736,-0.007748,-0.094907,0.598508,0.618427,0.450373,0.237303,0.012979,0.731057,0.471921,0.334919,0.762697,0.0,0.0,1.0,0.0,0.411333,-29.263757,11.0,0,0
0.112177,-0.066688,-0.078199,0.609893,0.601874,0.492386,0.152138,0.015022,0.519479,0.435436,0.331623,0.847862,0.0,0.0,1.0,0.0,1.281333,-7.737657,11.0,0,2
0.008453,-0.117049,-0.068009,0.609388,0.613019,0.483949,0.135637,0.015057,0.411583,0.45866,0.328251,0.864363,0.0,0.0,1.0,0.0,1.911333,-20.840237,11.0,0,2
-0.086739,-0.197805,-0.058662,0.597242,0.597073,0.486259,0.223812,0.014398,0.362452,0.594887,0.281383,0.776188,0.0,0.0,1.0,0.0,2.711333,-48.373281,10.0,0,0
-0.176941,-0.201034,-0.034453,0.5864,0.61125,0.457605,0.270018,0.012028,0.506376,0.723576,0.301637,0.729982,0.0,0.0,1.0,0.0,3.541333,-120.326653,7.0,0,0
-0.186355,-0.065089,0.031876,0.587126,0.66922,0.409074,0.199952,0.010174,0.744219,1.128749,0.39834,0.800048,0.0,0.0,1.0,0.0,4.271333,-101.810877,8.0,2,1
-0.178436,-0.038968,0.055737,0.584162,0.669076,0.417675,0.190957,0.008855,0.791609,1.102265,0.427275,0.809043,0.0,0.0,1.0,0.0,4.501333,-138.338632,7.0,2,1
-0.183239,0.007631,0.122177,0.605995,0.631713,0.430091,0.220368,0.008653,1.011673,1.13955,0.53087,0.779632,0.0,0.0,1.0,0.0,5.081333,-134.048466,7.0,2,1
-0.127337,0.056845,0.09281,0.616929,0.631916,0.437759,0.16751,0.00637,1.204309,1.400313,0.62821,0.832489,0.0,0.0,1.0,0.0,5.871333,-137.003519,7.0,2,1
-0.053594,-0.016086,0.032543,0.573822,0.57106,0.456493,0.064731,0.004623,0.975389,0.635676,0.548966,0.935269,0.0,0.0,1.0,0.0,6.771333,-100.069333,8.0,2,2
