mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.09483,-0.103181,0.047782,0.595135,0.594609,0.519849,0.148062,0.02109,0.794518,0.713586,0.494454,0.851938,0.444444,0.642788,0.766044,0.0,0.431333,-16.048477,11.0,2,2
0.026781,-0.124071,0.02448,0.584966,0.585661,0.545926,0.129268,0.019803,0.671695,0.696237,0.67485,0.870732,0.444444,0.642788,0.766044,0.0,1.351333,-15.348345,11.0,2,2
-0.108174,-0.165406,0.01287,0.581583,0.600789,0.511385,0.198056,0.020747,0.578463,0.845123,0.629965,0.801944,0.444444,0.642788,0.766044,0.0,2.101333,-35.875766,10.0,1,1
-0.183295,-0.202464,-0.035782,0.581715,0.59471,0.481657,0.275443,0.021046,0.644871,0.853562,0.408027,0.724557,0.444444,0.642788,0.766044,0.0,3.551333,-102.438236,8.0,0,0
-0.21016,-0.226333,-0.081116,0.576787,0.568222,0.492314,0.319333,0.026915,0.744238,0.725215,0.431118,0.680667,0.444444,0.642788,0.766044,0.0,4.291333,-102.545479,8.0,0,0
-0.305273,-0.20323,-0.053234,0.602484,0.510129,0.489266,0.370578,0.0328,0.804371,0.535853,0.356279,0.629422,0.444444,0.642788,0.766044,0.0,5.091333,-134.892772,7.0,0,0
-0.293301,-0.172799,-0.067916,0.59605,0.519568,0.50418,0.347128,0.032042,0.793963,0.517118,0.3542,0.652872,0.444444,0.642788,0.766044,0.0,5.351333,-131.363004,7.0,0,0
-0.221337,-0.121632,-0.074469,0.605497,0.531905,0.530065,0.263306,0.028917,0.786,0.473315,0.350174,0.736694,0.444444,0.642788,0.766044,0.0,5.961333,-131.412163,7.0,0,0
-0.080532,-0.014804,-0.030617,0.570469,0.542084,0.486143,0.087418,0.017077,0.885007,0.329917,0.276261,0.912582,0.444444,0.642788,0.766044,0.0,6.781333,-176.59528,6.0,0,2
-0.014443,-0.011794,-0.041796,0.498637,0.515208,0.465933,0.045767,0.00398,0.332911,0.302498,0.280453,0.954233,0.444444,0.642788,0.766044,0.0,7.041333,155.748977,5.0,0,2
