mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.167898,-0.311723,0.0,0.564204,0.745864,0.0,0.354063,0.030926,0.447748,0.743883,0.0,0.645936,0.0,0.0,1.0,1.0,0.211333,-90.129786,8.0,0,0
-0.18353,-0.226613,0.0,0.587746,0.754664,0.0,0.29161,0.0266,0.515611,0.680238,0.0,0.70839,0.0,0.0,1.0,1.0,0.471333,-89.99662,9.0,0,0
-0.300173,-0.182847,0.0,0.612477,0.708043,0.0,0.351478,0.028556,0.663218,0.569817,0.0,0.648522,0.0,0.0,1.0,1.0,1.211333,-111.476491,8.0,0,0
-0.386908,-0.126192,0.0,0.664242,0.627017,0.0,0.406967,0.032433,0.763356,0.423875,0.0,0.593033,0.0,0.0,1.0,1.0,1.831333,-133.602587,7.0,0,0
-0.310787,-0.067184,0.0,0.713026,0.624885,0.0,0.317965,0.027477,0.817974,0.297431,0.0,0.682035,0.0,0.0,1.0,1.0,2.101333,-142.125407,7.0,0,0
-0.371418,-0.003557,0.0,0.707814,0.600853,0.0,0.371435,0.031399,0.845789,0.324101,0.0,0.628565,0.0,0.0,1.0,1.0,2.601333,-159.524357,6.0,0,0
-0.351263,0.141408,0.0,0.683561,0.623989,0.0,0.378659,0.029672,0.818526,0.400363,0.0,0.621341,0.0,0.0,1.0,1.0,3.401333,-179.882499,6.0,0,0
-0.248599,0.150999,0.0,0.698628,0.653694,0.0,0.290865,0.024185,0.793081,0.487773,0.0,0.709135,0.0,0.0,1.0,1.0,3.621333,-173.797461,6.0,0,0
-0.268508,0.313294,0.0,0.62812,0.659709,0.0,0.412613,0.027401,0.639606,0.754833,0.0,0.587387,0.0,0.0,1.0,1.0,4.221333,157.798771,5.0,0,0
-0.22734,0.259658,0.0,0.6229,0.70206,0.0,0.345117,0.023499,0.527403,0.846208,0.0,0.654883,0.0,0.0,1.0,1.0,4.481333,151.579178,5.0,0,0
-0.235258,0.360259,0.0,0.589363,0.683746,0.0,0.430271,0.02817,0.414964,0.871521,0.0,0.569729,0.0,0.0,1.0,1.0,5.011333,134.035001,4.0,0,0
-0.147433,0.27259,0.0,0.554655,0.663806,0.0,0.309906,0.025015,0.336163,0.909789,0.0,0.690094,0.0,0.0,1.0,1.0,5.811333,112.663827,3.0,0,0
-0.012713,0.062622,0.0,0.409243,0.439056,0.0,0.063899,0.010936,0.378186,0.842705,0.0,0.936101,0.0,0.0,1.0,1.0,6.771333,90.495066,3.0,0,2
