mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.104482,-0.138689,0.009366,0.599794,0.579012,0.524078,0.173893,0.021211,0.827176,0.68665,0.542963,0.826107,0.444444,0.642788,0.766044,0.0,0.421333,-7.490234,11.0,1,1
0.019743,-0.157956,-0.002138,0.608165,0.580346,0.517584,0.159199,0.018771,0.77794,0.706907,0.681366,0.840801,0.444444,0.642788,0.766044,0.0,1.351333,-15.16588,11.0,1,1
-0.115267,-0.201358,0.039757,0.595361,0.590639,0.491107,0.235398,0.020805,0.665234,0.854329,0.58922,0.764602,0.444444,0.642788,0.766044,0.0,2.101333,-61.572712,9.0,2,0
-0.15086,-0.26036,-0.035449,0.577322,0.586142,0.48088,0.302989,0.022628,0.622612,0.851881,0.391659,0.697011,0.444444,0.642788,0.766044,0.0,3.521333,-84.541532,9.0,0,0
-0.154067,-0.213592,-0.029701,0.59153,0.588143,0.483578,0.265029,0.017304,0.633204,0.81296,0.418577,0.734971,0.444444,0.642788,0.766044,0.0,3.751333,-125.316592,7.0,0,0
-0.215748,-0.268256,-0.075903,0.574294,0.558109,0.484084,0.352519,0.02649,0.761084,0.733067,0.435508,0.647481,0.444444,0.642788,0.766044,0.0,4.301333,-107.113415,8.0,0,0
-0.305202,-0.2144,-0.042512,0.602596,0.516597,0.478553,0.375397,0.033102,0.805339,0.542912,0.347617,0.624603,0.444444,0.642788,0.766044,0.0,5.101333,-133.328326,7.0,0,0
-0.285692,-0.168434,-0.051759,0.597819,0.537344,0.491051,0.335661,0.031734,0.812231,0.528424,0.348439,0.664339,0.444444,0.642788,0.766044,0.0,5.371333,-118.055955,8.0,0,0
-0.216339,-0.058223,-0.060142,0.553936,0.546117,0.478563,0.231968,0.028256,0.810544,0.481143,0.345889,0.768032,0.444444,0.642788,0.766044,0.0,5.981333,-132.060085,7.0,0,0
-0.093017,0.038358,-0.023014,0.427939,0.441246,0.338318,0.103215,0.019786,0.787293,0.32194,0.243031,0.896785,0.444444,0.642788,0.766044,0.0,6.751333,-173.382366,6.0,0,2
-0.015124,0.039226,-0.034182,0.323298,0.397436,0.304188,0.054183,0.004606,0.300975,0.306052,0.285079,0.945817,0.444444,0.642788,0.766044,0.0,7.041333,151.824193,5.0,0,2
