mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.15638,0.038406,-0.114653,0.604929,0.603673,0.479741,0.197674,0.009499,0.653335,0.613734,0.369872,0.802326,0.0,0.0,1.0,0.0,0.431333,24.040782,0.0,0,1
0.180475,-0.069156,-0.088129,0.611324,0.601913,0.467527,0.212416,0.014874,0.579754,0.584725,0.351802,0.787584,0.0,0.0,1.0,0.0,1.051333,-10.63444,11.0,0,1
0.066168,-0.122885,-0.078719,0.610858,0.608915,0.479802,0.160236,0.017446,0.495608,0.546351,0.336084,0.839764,0.0,0.0,1.0,0.0,1.811333,-37.130806,10.0,0,1
0.047005,-0.10859,-0.069324,0.618286,0.591209,0.499167,0.137138,0.016467,0.480845,0.498703,0.333165,0.862862,0.0,0.0,1.0,0.0,2.101333,-27.464159,11.0,0,2
-0.011842,-0.132554,-0.041348,0.597441,0.621502,0.487032,0.139357,0.016307,0.438232,0.520347,0.344579,0.860643,0.0,0.0,1.0,0.0,2.641333,-56.19091,10.0,0,2
-0.025798,-0.097674,-0.011149,0.600474,0.621555,0.492457,0.101637,0.012235,0.388982,0.517143,0.345222,0.898363,0.0,0.0,1.0,0.0,2.881333,-44.258331,10.0,0,2
-0.068151,-0.12382,0.003239,0.599864,0.634321,0.466464,0.141373,0.011082,0.484407,0.651631,0.366512,0.858627,0.0,0.0,1.0,0.0,3.521333,-115.505709,8.0,1,2
-0.11132,-0.047333,0.042318,0.631863,0.634434,0.426008,0.128154,0.007945,0.974782,1.080158,0.500985,0.871846,0.0,0.0,1.0,0.0,4.281333,-152.238516,6.0,2,2
-0.173745,-0.078762,0.015045,0.682466,0.566517,0.419942,0.191356,0.006197,1.270612,1.092661,0.546526,0.808644,0.0,0.0,1.0,0.0,5.161333,-127.52981,7.0,1,1
-0.142142,-0.034266,0.017581,0.60376,0.466775,0.344456,0.147267,0.004342,1.734309,1.423385,0.742286,0.852733,0.0,0.0,1.0,0.0,5.811333,-132.633108,7.0,1,2
