mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.050383,-0.054983,4.7e-05,0.605491,0.607228,0.508875,0.074576,0.016135,0.743078,0.653669,0.592311,0.925424,0.444444,0.642788,0.766044,0.0,0.351333,34.600634,1.0,1,2
0.017427,-0.09499,0.007496,0.592417,0.620339,0.504669,0.096866,0.028815,0.632571,0.826891,0.447952,0.903134,0.444444,0.642788,0.766044,0.0,1.031333,-26.305591,11.0,1,2
-0.025965,-0.191859,0.002122,0.578707,0.618538,0.494898,0.19362,0.033474,0.591027,0.861482,0.421695,0.80638,0.444444,0.642788,0.766044,0.0,1.781333,-44.118448,10.0,1,1
-0.078696,-0.268288,0.017397,0.552266,0.592846,0.514804,0.280132,0.031326,0.53711,0.841289,0.38795,0.719868,0.444444,0.642788,0.766044,0.0,2.651333,-91.950486,8.0,1,0
-0.145623,-0.274115,0.027804,0.544243,0.587373,0.51146,0.311638,0.026577,0.531208,0.835252,0.364738,0.688362,0.444444,0.642788,0.766044,0.0,3.391333,-82.351547,9.0,2,0
-0.133364,-0.206369,0.032495,0.556952,0.594186,0.524614,0.247851,0.020734,0.531733,0.760587,0.365234,0.752149,0.444444,0.642788,0.766044,0.0,3.631333,-117.204465,8.0,2,0
-0.163745,-0.26529,-0.017664,0.538527,0.56789,0.538407,0.312255,0.027776,0.586119,0.671063,0.391649,0.687745,0.444444,0.642788,0.766044,0.0,4.191333,-107.147814,8.0,0,0
-0.216722,-0.23769,-0.029933,0.61233,0.518979,0.501291,0.32305,0.026552,0.698179,0.537798,0.356294,0.67695,0.444444,0.642788,0.766044,0.0,5.041333,-135.06703,7.0,0,0
-0.121804,-0.184501,-0.03948,0.627228,0.541348,0.512765,0.224579,0.020358,0.697279,0.489943,0.330582,0.775422,0.444444,0.642788,0.766044,0.0,5.921333,-128.524487,7.0,0,0
-0.019838,-0.058885,9.4e-05,0.483911,0.459296,0.386315,0.062137,0.008978,0.819022,0.311049,0.144113,0.937863,0.444444,0.642788,0.766044,0.0,6.811333,-179.385072,6.0,1,2
