mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.053293,-0.092087,0.035178,0.615655,0.590583,0.509471,0.112061,0.019363,0.812614,0.831136,0.907173,0.887939,0.833333,0.965926,0.258819,0.0,0.531333,4.952966,0.0,2,2
-0.006375,-0.103072,-0.003338,0.584761,0.599619,0.536437,0.103323,0.028019,0.744347,0.810083,0.82218,0.896677,0.833333,0.965926,0.258819,0.0,1.341333,-56.546241,10.0,1,2
-0.03255,-0.103594,-0.018081,0.579107,0.60571,0.534396,0.110082,0.035325,0.582515,0.732971,0.635831,0.889918,0.833333,0.965926,0.258819,0.0,2.071333,-55.721743,10.0,0,2
-0.041608,-0.187409,0.013933,0.573984,0.59837,0.524762,0.192477,0.039412,0.621182,0.759375,0.614746,0.807523,0.833333,0.965926,0.258819,0.0,2.861333,-56.159578,10.0,1,1
-0.060922,-0.2053,0.031134,0.577451,0.593439,0.517179,0.2164,0.034509,0.598057,0.723639,0.545614,0.7836,0.833333,0.965926,0.258819,0.0,3.101333,-59.759291,10.0,2,1
-0.062471,-0.267367,0.019529,0.572997,0.571787,0.518531,0.275261,0.026515,0.694961,0.813076,0.637666,0.724739,0.833333,0.965926,0.258819,0.0,3.821333,-90.698117,8.0,1,0
-0.099631,-0.25415,0.006252,0.591403,0.561117,0.510625,0.273052,0.022761,0.61434,0.759106,0.614461,0.726948,0.833333,0.965926,0.258819,0.0,4.561333,-110.097808,8.0,1,0
-0.137516,-0.115826,-0.042707,0.65362,0.505389,0.53208,0.184798,0.021402,0.718549,0.520157,0.60303,0.815202,0.833333,0.965926,0.258819,0.0,5.291333,-93.161858,8.0,0,1
-0.185799,0.010511,-0.042305,0.682026,0.468235,0.528299,0.190844,0.018713,0.747839,0.366635,0.582966,0.809156,0.833333,0.965926,0.258819,0.0,6.071333,-146.16579,7.0,0,1
-0.082633,0.000356,-0.019114,0.619664,0.382971,0.430973,0.084815,0.011474,0.619141,0.079851,0.542429,0.915185,0.833333,0.965926,0.258819,0.0,7.061333,159.256793,5.0,0,2
