mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.054291,-0.121912,0.012012,0.595271,0.601513,0.515567,0.133994,0.020261,0.652811,0.460664,0.533954,0.866006,0.444444,0.642788,0.766044,0.0,0.371333,-13.597946,11.0,1,2
-0.054948,-0.223152,0.028106,0.55916,0.613855,0.506788,0.23153,0.031327,0.432875,0.705131,0.415472,0.76847,0.444444,0.642788,0.766044,0.0,1.191333,51.049814,1.0,2,0
-0.080378,-0.224732,0.031011,0.587153,0.615943,0.466763,0.24068,0.032537,0.479376,0.751189,0.397916,0.75932,0.444444,0.642788,0.766044,0.0,1.881333,-123.212572,7.0,2,0
-0.110671,-0.267547,0.039886,0.584487,0.588133,0.476456,0.292268,0.032022,0.46507,0.759265,0.331647,0.707732,0.444444,0.642788,0.766044,0.0,2.721333,-122.382409,7.0,2,0
-0.17366,-0.275012,-0.001315,0.574575,0.578336,0.479086,0.325256,0.02857,0.594346,0.827276,0.388458,0.674744,0.444444,0.642788,0.766044,0.0,3.411333,-86.951477,9.0,1,0
-0.162161,-0.239797,0.004864,0.579874,0.573304,0.501167,0.289521,0.026511,0.568019,0.810378,0.382265,0.710479,0.444444,0.642788,0.766044,0.0,3.641333,-134.781705,7.0,1,0
-0.185259,-0.205203,-0.015184,0.584152,0.55872,0.519485,0.276875,0.028765,0.6812,0.701521,0.382738,0.723125,0.444444,0.642788,0.766044,0.0,4.291333,-107.737408,8.0,0,0
-0.195153,-0.145272,-0.007122,0.633683,0.555233,0.48047,0.243391,0.026805,0.829877,0.450523,0.29226,0.756609,0.444444,0.642788,0.766044,0.0,5.221333,-132.630614,7.0,0,0
-0.129654,-0.078288,-0.014761,0.549186,0.451162,0.380487,0.152175,0.022755,0.859133,0.356169,0.262609,0.847825,0.444444,0.642788,0.766044,0.0,5.911333,-140.61661,7.0,0,2
-0.086528,-0.034499,0.00656,0.393238,0.306772,0.213637,0.093383,0.015305,0.936078,0.327637,0.173613,0.906617,0.444444,0.642788,0.766044,0.0,6.651333,-172.093385,6.0,1,2
