mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.344902,-0.202609,-0.121965,0.635326,0.493234,0.422135,0.418191,0.023433,0.631799,0.366204,0.259688,0.581809,0.0,0.0,1.0,0.0,0.541333,23.032149,0.0,0,0
0.260729,-0.333292,-0.10354,0.662245,0.466386,0.392595,0.435642,0.026958,0.604285,0.417341,0.273155,0.564358,0.0,0.0,1.0,0.0,1.161333,-21.100513,11.0,0,0
0.123432,-0.228178,-0.069058,0.626835,0.54027,0.493068,0.268458,0.026426,0.631746,0.649654,0.58291,0.731542,0.0,0.0,1.0,0.0,2.001333,2.266911,0.0,0,0
0.093911,-0.205383,-0.056431,0.626711,0.547299,0.503498,0.232779,0.023831,0.67789,0.699424,0.641903,0.767222,0.0,0.0,1.0,0.0,2.231333,-33.469538,10.0,0,0
0.05272,-0.154957,-0.049846,0.597008,0.607654,0.495027,0.171102,0.022705,0.800345,1.044938,0.753171,0.828898,0.0,0.0,1.0,0.0,2.931333,-42.864844,10.0,0,1
-0.041281,-0.159511,-0.042092,0.588846,0.619196,0.490822,0.170058,0.02272,0.794124,1.075597,0.738341,0.829942,0.0,0.0,1.0,0.0,3.561333,-86.677176,9.0,0,1
-0.041974,-0.157343,-0.048165,0.592829,0.622297,0.482111,0.169819,0.019105,0.746751,1.108679,0.595229,0.830181,0.0,0.0,1.0,0.0,3.781333,-100.455008,8.0,0,1
-0.073848,-0.097896,0.001206,0.620214,0.652424,0.417859,0.122632,0.016531,1.105341,1.434502,0.656196,0.877368,0.0,0.0,1.0,0.0,4.371333,-123.635264,7.0,1,2
-0.039976,-0.077348,-0.051042,0.575956,0.595039,0.379514,0.100926,0.009775,1.369343,1.422387,0.590249,0.899074,0.0,0.0,1.0,0.0,5.331333,-137.932981,7.0,0,2
-0.01731,-0.016447,-0.037798,0.449396,0.490515,0.265431,0.044708,0.006014,2.122412,2.20731,0.889766,0.955292,0.0,0.0,1.0,0.0,5.981333,-122.287425,7.0,0,2
