mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.024771,-0.195072,0.062411,0.509398,0.607016,0.573916,0.206305,0.021513,0.515608,1.099611,0.68829,0.793695,0.833333,0.965926,0.258819,0.0,1.291333,-52.922207,10.0,2,1
-0.004045,-0.252916,0.070295,0.518355,0.582101,0.568763,0.262535,0.023762,0.603889,1.070577,0.715684,0.737466,0.833333,0.965926,0.258819,0.0,1.881333,-47.117565,10.0,2,0
0.009434,-0.233017,0.013975,0.544583,0.615758,0.519264,0.233626,0.02746,0.475,0.85866,0.56309,0.766374,0.833333,0.965926,0.258819,0.0,2.741333,-78.767862,9.0,1,0
-0.025425,-0.210803,0.013535,0.57473,0.573295,0.543734,0.212762,0.025437,0.516286,0.585186,0.501063,0.787238,0.833333,0.965926,0.258819,0.0,3.491333,-77.750952,9.0,1,1
-0.028177,-0.229959,0.005611,0.570053,0.578916,0.534856,0.231747,0.023916,0.42079,0.526279,0.440567,0.768253,0.833333,0.965926,0.258819,0.0,3.721333,-60.203505,9.0,1,0
-0.014791,-0.225737,-0.008688,0.583078,0.546443,0.556845,0.226387,0.025201,0.509879,0.517829,0.464869,0.773613,0.833333,0.965926,0.258819,0.0,4.501333,-44.59071,10.0,0,0
-0.088294,-0.178941,-0.017487,0.597179,0.546974,0.551386,0.200303,0.021768,0.698273,0.65226,0.532004,0.799697,0.833333,0.965926,0.258819,0.0,5.211333,-114.703885,8.0,0,1
-0.084821,-0.061758,-0.025832,0.62673,0.548064,0.543133,0.108056,0.017007,0.808306,0.734067,0.554204,0.891944,0.833333,0.965926,0.258819,0.0,5.931333,-116.265109,8.0,0,2
-0.073221,-0.012767,-0.013529,0.518331,0.45011,0.421133,0.075547,0.009151,1.096259,0.922634,0.600346,0.924453,0.833333,0.965926,0.258819,0.0,6.701333,-174.080384,6.0,0,2
-0.025574,-0.008205,-0.017271,0.467951,0.411303,0.387503,0.031932,0.003779,0.389982,0.173076,0.336226,0.968068,0.833333,0.965926,0.258819,0.0,6.931333,173.124687,5.0,0,2
