mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.129947,-0.324232,0.0,0.608286,0.712723,0.0,0.349303,0.030791,0.470852,0.735404,0.0,0.650697,0.0,0.0,1.0,1.0,0.201333,-90.01435,8.0,0,0
-0.306222,-0.268818,0.0,0.593356,0.694178,0.0,0.407474,0.033261,0.631602,0.613963,0.0,0.592526,0.0,0.0,1.0,1.0,1.091333,-114.520858,8.0,0,0
-0.291002,-0.147224,0.0,0.622816,0.711149,0.0,0.326125,0.029859,0.685899,0.582563,0.0,0.673875,0.0,0.0,1.0,1.0,1.311333,-110.542745,8.0,0,0
-0.405105,-0.088542,0.0,0.60836,0.676711,0.0,0.414669,0.031072,0.764764,0.507127,0.0,0.585331,0.0,0.0,1.0,1.0,1.861333,-134.736146,7.0,0,0
-0.353727,-0.034706,0.0,0.6518,0.66994,0.0,0.355426,0.025879,0.833936,0.394134,0.0,0.644574,0.0,0.0,1.0,1.0,2.151333,117.729199,3.0,0,0
-0.406292,0.046925,0.0,0.67285,0.61643,0.0,0.408993,0.026147,0.853941,0.384487,0.0,0.591007,0.0,0.0,1.0,1.0,2.761333,-155.986268,6.0,0,0
-0.362228,0.145687,0.0,0.683041,0.617269,0.0,0.390427,0.027253,0.769769,0.495774,0.0,0.609573,0.0,0.0,1.0,1.0,3.411333,-179.357684,6.0,0,0
-0.31244,0.220483,0.0,0.628228,0.677567,0.0,0.382403,0.025415,0.617522,0.676108,0.0,0.617597,0.0,0.0,1.0,1.0,4.261333,158.365813,5.0,0,0
-0.209713,0.327369,0.0,0.593424,0.704768,0.0,0.38878,0.025129,0.499337,0.767039,0.0,0.61122,0.0,0.0,1.0,1.0,5.011333,135.421933,4.0,0,0
-0.143792,0.284723,0.0,0.612212,0.7235,0.0,0.318973,0.019425,0.375743,0.83297,0.0,0.681027,0.0,0.0,1.0,1.0,5.241333,153.719755,5.0,0,0
-0.091635,0.257913,0.0,0.512382,0.621997,0.0,0.273708,0.01787,0.353173,0.861328,0.0,0.726292,0.0,0.0,1.0,1.0,5.801333,111.135697,3.0,0,0
