mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.194515,-0.140472,-0.087007,0.610743,0.582655,0.47136,0.255223,0.010806,0.798607,0.570868,0.389627,0.744777,0.0,0.0,1.0,0.0,0.951333,-20.744815,11.0,0,0
0.157599,-0.129305,-0.118446,0.609322,0.588848,0.475508,0.235769,0.010302,0.689621,0.658863,0.354206,0.764231,0.0,0.0,1.0,0.0,1.961333,-19.178767,11.0,0,0
0.134902,-0.103734,-0.090452,0.607602,0.580099,0.506835,0.19272,0.011617,0.705191,0.726669,0.536936,0.80728,0.0,0.0,1.0,0.0,2.561333,-29.290483,11.0,0,1
0.046708,-0.114021,-0.05995,0.604397,0.589739,0.517593,0.137027,0.013166,0.600103,0.764227,0.569927,0.862973,0.0,0.0,1.0,0.0,3.351333,-52.658943,10.0,0,2
-0.00315,-0.079317,-0.040149,0.606233,0.597154,0.517396,0.088955,0.011998,0.614636,0.773159,0.60668,0.911045,0.0,0.0,1.0,0.0,3.601333,-18.809512,11.0,0,2
-0.064312,-0.099358,0.015001,0.600921,0.616969,0.493769,0.119302,0.013933,0.525495,0.702956,0.478692,0.880698,0.0,0.0,1.0,0.0,4.211333,-114.936738,8.0,1,2
-0.107586,-0.009565,0.079588,0.617758,0.652565,0.417596,0.134166,0.01186,0.623508,0.90304,0.389384,0.865834,0.0,0.0,1.0,0.0,5.011333,-114.665703,8.0,2,2
-0.106812,0.048522,0.10603,0.620889,0.637955,0.426938,0.158131,0.009715,0.780261,0.970437,0.417612,0.841869,0.0,0.0,1.0,0.0,5.911333,-101.080417,8.0,2,1
-0.091114,0.07873,0.079542,0.612745,0.61546,0.456445,0.144316,0.007627,0.914132,1.096162,0.495054,0.855684,0.0,0.0,1.0,0.0,6.541333,-144.352854,7.0,2,2
-0.010477,-0.00191,0.010842,0.467192,0.423832,0.374702,0.015197,0.005661,0.587467,0.35372,0.287311,0.984803,0.0,0.0,1.0,0.0,7.431333,6.813041,0.0,1,2
