mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.047427,0.282444,0.042023,0.528436,0.625489,0.49571,0.289465,0.004893,0.565667,0.893091,0.512711,0.710535,0.444444,0.642788,0.766044,0.0,0.081333,102.408841,3.0,2,0
0.026435,0.220712,0.028921,0.540589,0.632952,0.506824,0.224163,0.004329,0.556784,0.859349,0.501215,0.775837,0.444444,0.642788,0.766044,0.0,3.931333,84.340779,2.0,2,0
-0.144701,-0.170582,-0.017768,0.596737,0.564273,0.524525,0.224393,0.00554,0.777764,0.771072,0.724629,0.775607,0.444444,0.642788,0.766044,0.0,5.901333,-127.747867,7.0,0,0
0.030463,-0.243662,0.025693,0.538292,0.581498,0.55778,0.246899,0.016269,0.58035,0.866555,0.681493,0.753101,0.444444,0.642788,0.766044,0.0,12.631333,-86.869921,9.0,2,0
0.014006,-0.316905,0.027158,0.513726,0.577212,0.549126,0.318374,0.018949,0.550769,0.862037,0.644327,0.681625,0.444444,0.642788,0.766044,0.0,13.651333,-87.606734,9.0,2,0
0.003149,-0.332811,0.028721,0.508211,0.581707,0.540119,0.334063,0.018854,0.495093,0.840795,0.576874,0.665937,0.444444,0.642788,0.766044,0.0,14.491333,-91.140164,8.0,2,0
-0.014863,-0.325299,0.015691,0.50655,0.587127,0.540742,0.326016,0.020679,0.511523,0.846292,0.587224,0.673984,0.444444,0.642788,0.766044,0.0,15.881333,-95.043802,8.0,1,0
-0.030347,-0.264303,0.00752,0.533295,0.578308,0.557065,0.266146,0.018631,0.611973,0.873271,0.66938,0.733854,0.444444,0.642788,0.766044,0.0,17.291333,-99.270013,8.0,1,0
-0.079728,-0.109645,0.006333,0.579728,0.587052,0.548491,0.135716,0.013699,0.663093,0.824082,0.671,0.864284,0.444444,0.642788,0.766044,0.0,18.731333,-102.727749,8.0,1,2
-0.197294,0.002688,0.009073,0.616929,0.558552,0.518054,0.197521,0.008619,0.72495,0.742635,0.679527,0.802479,0.444444,0.642788,0.766044,0.0,19.581333,-149.954696,7.0,1,1
-0.302251,0.067227,0.03016,0.611439,0.546363,0.480417,0.311102,0.003734,0.810885,0.595399,0.500901,0.688898,0.444444,0.642788,0.766044,0.0,23.601333,168.28856,5.0,2,0
