mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.954713,-0.294878,0.0,0.014057,0.032229,0.0,0.999215,0.005689,0.881784,0.275698,0.0,0.000785,0.0,0.0,1.0,1.0,3.051333,-14.430542,11.0,0,0
-0.400579,0.703635,0.0,0.460482,0.363837,0.0,0.80967,0.004009,0.455087,0.802241,0.0,0.19033,0.0,0.0,1.0,1.0,7.531333,116.243542,3.0,0,0
-0.540788,0.251658,0.0,0.614859,0.515845,0.0,0.596475,0.033226,0.894854,0.220799,0.0,0.403525,0.0,0.0,1.0,1.0,12.141333,97.352567,3.0,0,0
-0.990405,0.122605,0.0,0.048106,0.040994,0.0,0.997965,0.045463,0.917343,0.109868,0.0,0.002035,0.0,0.0,1.0,1.0,13.661333,175.539758,5.0,0,0
-0.983095,0.17037,0.0,0.052829,0.040652,0.0,0.997748,0.047068,0.910813,0.154914,0.0,0.002252,0.0,0.0,1.0,1.0,14.491333,172.169921,5.0,0,0
-0.967307,0.248907,0.0,0.032477,0.035814,0.0,0.998818,0.049618,0.895977,0.225315,0.0,0.001182,0.0,0.0,1.0,1.0,15.881333,167.086681,5.0,0,0
-0.941747,0.327534,0.0,0.0632,0.040898,0.0,0.997078,0.044457,0.874213,0.29883,0.0,0.002922,0.0,0.0,1.0,1.0,17.291333,163.44309,5.0,0,0
-0.334352,0.475013,0.0,0.678996,0.448669,0.0,0.580886,0.032867,0.832908,0.395436,0.0,0.419114,0.0,0.0,1.0,1.0,18.731333,158.9037,5.0,0,0
0.136075,0.655362,0.0,0.562021,0.485871,0.0,0.66934,0.016205,0.721897,0.563853,0.0,0.33066,0.0,0.0,1.0,1.0,19.591333,96.08254,3.0,0,0
0.316532,0.744109,0.0,0.507501,0.297538,0.0,0.808635,0.004486,0.496263,0.778296,0.0,0.191365,0.0,0.0,1.0,1.0,23.591333,66.72531,2.0,0,0
