mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.005941,-0.289696,-0.041636,0.574465,0.539946,0.541059,0.292733,0.039713,0.422658,0.634028,0.413742,0.707267,0.444444,0.642788,0.766044,0.0,1.301333,-33.9138,10.0,0,0
-0.086569,-0.210934,-0.004154,0.549986,0.55557,0.580372,0.228046,0.036985,0.443021,0.67777,0.470896,0.771954,0.444444,0.642788,0.766044,0.0,2.321333,-84.894057,9.0,1,0
-0.120085,-0.218295,0.014214,0.542316,0.554826,0.579461,0.24955,0.032444,0.461773,0.645095,0.458265,0.75045,0.444444,0.642788,0.766044,0.0,3.011333,-121.386787,7.0,1,0
-0.129908,-0.221204,0.040484,0.574555,0.577824,0.518226,0.259704,0.02236,0.617034,0.828267,0.530441,0.740296,0.444444,0.642788,0.766044,0.0,3.691333,-90.112131,8.0,2,0
-0.205153,-0.28118,0.025743,0.568609,0.568199,0.481686,0.349016,0.029851,0.687486,0.730785,0.382436,0.650984,0.444444,0.642788,0.766044,0.0,4.521333,-109.876242,8.0,2,0
-0.129162,-0.19754,-0.006051,0.60308,0.595721,0.475047,0.236096,0.029224,0.751581,0.660764,0.38548,0.763904,0.444444,0.642788,0.766044,0.0,5.331333,-115.273908,8.0,0,0
-0.048901,-0.085908,-0.008804,0.540751,0.558759,0.430313,0.099242,0.0246,0.742125,0.642876,0.390934,0.900758,0.444444,0.642788,0.766044,0.0,6.161333,-132.679396,7.0,0,2
-0.003289,-0.037579,0.007659,0.495773,0.518659,0.391614,0.038492,0.017304,0.730582,0.455854,0.366285,0.961508,0.444444,0.642788,0.766044,0.0,6.421333,-124.205227,7.0,1,2
0.006477,-0.002879,0.017881,0.395159,0.423891,0.313748,0.019235,0.014709,0.764271,0.492032,0.364883,0.980765,0.444444,0.642788,0.766044,0.0,6.891333,-177.523452,6.0,1,2
0.011562,-0.007078,0.008774,0.336373,0.362929,0.272976,0.016148,0.007413,0.726871,0.4951,0.378642,0.983852,0.444444,0.642788,0.766044,0.0,7.121333,-11.730868,11.0,1,2
