mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.111057,0.28919,0.0,0.708755,0.6338,0.0,0.309782,0.03766,0.661268,0.618216,0.0,0.690218,0.0,0.0,1.0,1.0,0.691333,67.496559,2.0,0,0
0.046315,0.168264,0.0,0.741748,0.647574,0.0,0.174522,0.031813,0.759897,0.535194,0.0,0.825478,0.0,0.0,1.0,1.0,0.911333,78.632133,2.0,0,1
0.221665,0.077468,0.0,0.732794,0.638652,0.0,0.234812,0.032791,0.800793,0.494558,0.0,0.765188,0.0,0.0,1.0,1.0,1.481333,48.108982,1.0,0,0
0.158363,0.011494,0.0,0.758122,0.632487,0.0,0.158779,0.028504,0.822929,0.363089,0.0,0.84122,0.0,0.0,1.0,1.0,1.741333,52.685988,1.0,0,1
0.265687,-0.054119,0.0,0.763086,0.586669,0.0,0.271143,0.028837,0.855026,0.348795,0.0,0.728857,0.0,0.0,1.0,1.0,2.281333,21.6029,0.0,0,0
0.147136,-0.12832,0.0,0.777367,0.597975,0.0,0.195231,0.019489,0.875036,0.349056,0.0,0.804769,0.0,0.0,1.0,1.0,2.521333,51.691091,1.0,0,1
0.251275,-0.181744,0.0,0.737438,0.600004,0.0,0.310113,0.024223,0.797215,0.550673,0.0,0.689887,0.0,0.0,1.0,1.0,3.091333,3.028095,0.0,0,0
0.202956,-0.319521,0.0,0.700518,0.604962,0.0,0.37853,0.033683,0.568068,0.777224,0.0,0.62147,0.0,0.0,1.0,1.0,3.871333,-23.007724,11.0,0,0
-0.004839,-0.149679,0.0,0.563253,0.620203,0.0,0.149757,0.030014,0.493603,0.832087,0.0,0.850243,0.0,0.0,1.0,1.0,4.801333,-44.878808,10.0,0,2
-0.10629,-0.050865,0.0,0.346072,0.464415,0.0,0.117834,0.022741,0.436761,0.877168,0.0,0.882166,0.0,0.0,1.0,1.0,5.551333,-69.44387,9.0,0,2
