mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
0.148974,-0.193415,0.047439,0.601082,0.581326,0.488781,0.248703,0.021605,0.729009,0.738073,0.628951,0.751297,0.444444,0.642788,0.766044,0.0,0.311333,28.228898,0.0,2,0
-0.017767,-0.216371,-0.046648,0.602502,0.561578,0.521837,0.222054,0.025812,0.636298,0.828381,0.569441,0.777946,0.444444,0.642788,0.766044,0.0,1.941333,-12.142825,11.0,0,0
-0.076042,-0.268662,-0.054558,0.569655,0.564653,0.525082,0.284496,0.029805,0.512843,0.813267,0.445671,0.715504,0.444444,0.642788,0.766044,0.0,2.661333,-56.538755,10.0,0,0
-0.089261,-0.280516,-0.04955,0.586943,0.566517,0.495413,0.298516,0.028257,0.50878,0.755679,0.330146,0.701484,0.444444,0.642788,0.766044,0.0,3.491333,-99.401828,8.0,0,0
-0.068164,-0.220735,-0.035892,0.589129,0.58297,0.508334,0.233792,0.024091,0.462467,0.717992,0.325837,0.766208,0.444444,0.642788,0.766044,0.0,3.711333,-123.935305,7.0,0,0
-0.101471,-0.238898,-0.018845,0.618377,0.563418,0.482115,0.260238,0.029179,0.653107,0.687274,0.373813,0.739762,0.444444,0.642788,0.766044,0.0,4.301333,-85.802562,9.0,0,0
-0.079375,-0.158256,-0.034913,0.619378,0.589982,0.485508,0.180456,0.025028,0.750546,0.6898,0.426246,0.819544,0.444444,0.642788,0.766044,0.0,4.521333,-122.19618,7.0,0,1
-0.170485,-0.17432,-0.003468,0.61963,0.573629,0.477015,0.243853,0.029854,0.787111,0.593048,0.368865,0.756147,0.444444,0.642788,0.766044,0.0,5.061333,-139.68621,7.0,1,0
-0.133065,-0.126593,0.004607,0.531636,0.554766,0.413206,0.183721,0.026035,0.766616,0.581851,0.346717,0.816279,0.444444,0.642788,0.766044,0.0,5.921333,-130.062144,7.0,1,1
-0.064914,-0.01507,0.00782,0.39897,0.3973,0.279942,0.067097,0.016824,0.819193,0.394428,0.258452,0.932903,0.444444,0.642788,0.766044,0.0,6.711333,-177.149125,6.0,1,2
