mean_x,mean_y,mean_z,std_x,std_y,std_z,R,log_rmsW,rX_ratio,rY_ratio,rZ_ratio,psi,elev_normalized,elev_sin,elev_cos,is_synthetic,time_s,azimuth_deg,az_sector,elev_class,psi_cls
-0.226538,-0.537908,0.0,0.287085,0.428546,0.0,0.583664,0.023186,0.454889,0.804132,0.0,0.416336,0.0,0.0,1.0,1.0,0.321333,-90.0,9.0,0,0
-0.424036,-0.424102,0.0,0.360027,0.355771,0.0,0.599725,0.03091,0.770112,0.510374,0.0,0.400275,0.0,0.0,1.0,1.0,1.111333,-112.499989,8.0,0,0
-0.574911,-0.241916,0.0,0.406354,0.276679,0.0,0.623736,0.03048,0.825476,0.414901,0.0,0.376264,0.0,0.0,1.0,1.0,1.921333,-135.000002,7.0,0,0
-0.5092,-0.157064,0.0,0.429416,0.224514,0.0,0.532873,0.027787,0.856737,0.345768,0.0,0.467127,0.0,0.0,1.0,1.0,2.161333,-135.000001,7.0,0,0
-0.622133,-0.00735,0.0,0.42323,0.246017,0.0,0.622176,0.031675,0.861501,0.333721,0.0,0.377824,0.0,0.0,1.0,1.0,2.721333,-157.500006,6.0,0,0
-0.452224,0.227408,0.0,0.410019,0.282159,0.0,0.506183,0.026462,0.781782,0.492312,0.0,0.493817,0.0,0.0,1.0,1.0,3.741333,180.0,6.0,0,0
-0.348751,0.389867,0.0,0.33931,0.377744,0.0,0.52309,0.027902,0.608743,0.694972,0.0,0.47691,0.0,0.0,1.0,1.0,4.471333,157.499998,5.0,0,0
-0.207698,0.51981,0.0,0.275996,0.436743,0.0,0.559769,0.024922,0.458137,0.802286,0.0,0.440231,0.0,0.0,1.0,1.0,5.151333,134.999997,4.0,0,0
-0.061903,0.34815,0.0,0.138551,0.457466,0.0,0.353611,0.016774,0.289195,0.877451,0.0,0.646389,0.0,0.0,1.0,1.0,6.001333,112.5,3.0,0,0
0.0,0.19015,0.0,0.0,0.389565,0.0,0.19015,0.008341,0.0,0.92388,0.0,0.80985,0.0,0.0,1.0,1.0,6.721333,90.0,3.0,0,1
